sample,elapsed_s,ros_stamp_sec,ros_stamp_nanosec,connected,homed,raw_position_i32,raw_position_u16,raw_position_hex,position_in_turn_12bit,raw_signed16,delta_in_turn,turn_delta_total,node_relative_ticks,target_position,position_error_direction,position_error_ticks,estimated_position_minus,estimated_position_plus,moving,load_raw,current_raw,voltage_v,temperature_c,fault
279,34.533860,1780561324,278601574,True,False,32774,32774,0x8006,6,-32762,-15,6,0,1275,True,6,1269,1281,True,48,0,12.100,32,
280,34.659007,1780561324,403863980,True,False,32773,32773,0x8005,5,-32763,-1,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
281,34.802937,1780561324,547532470,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,0,12.100,32,
282,34.902422,1780561324,647168649,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,33,
283,34.992664,1780561324,737542355,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
284,35.101664,1780561324,846342286,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
285,35.169049,1780561324,913835927,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
286,35.501139,1780561325,246116260,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
287,35.534062,1780561325,278945851,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
288,35.564022,1780561325,308641692,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
289,35.639195,1780561325,383977993,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
290,35.737895,1780561325,482884876,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
291,35.837379,1780561325,582037213,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
292,35.938722,1780561325,683555234,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
293,36.032730,1780561325,777784580,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
294,36.133743,1780561325,878623083,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
295,36.234197,1780561325,979346744,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
296,36.333024,1780561326,77927442,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,0,12.100,32,
297,36.435498,1780561326,180491483,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,33,
298,36.538473,1780561326,283293914,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
299,36.739649,1780561326,483943721,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
300,36.788241,1780561326,532374122,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
301,37.195370,1780561326,939909788,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,0,12.100,32,
302,37.519645,1780561327,264308667,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
303,37.573072,1780561327,317972943,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
304,37.608968,1780561327,353676987,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
305,37.645688,1780561327,390473021,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
306,37.735450,1780561327,479887375,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
307,37.832986,1780561327,578037542,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
308,37.934147,1780561327,678974674,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
309,38.034088,1780561327,778808818,True,False,32773,32773,0x8005,5,-32763,0,5,0,1275,True,5,1270,1280,False,48,1,12.100,32,
