sample,elapsed_s,ros_stamp_sec,ros_stamp_nanosec,connected,homed,raw_position_i32,raw_position_u16,raw_position_hex,position_in_turn_12bit,raw_signed16,delta_in_turn,turn_delta_total,node_relative_ticks,moving,load_raw,current_raw,voltage_v,temperature_c,fault
280,35.349092,1780554820,711252810,True,False,32791,32791,0x8017,23,-32745,20,21,0,True,52,2,12.100,32,
281,35.456073,1780554820,818433662,True,False,32796,32796,0x801C,28,-32740,5,26,0,True,52,1,12.100,32,
282,35.550808,1780554820,912611754,True,False,32782,32782,0x800E,14,-32754,-14,12,0,True,80,1,12.100,32,
283,35.646150,1780554821,8887767,True,False,32786,32786,0x8012,18,-32750,4,16,0,True,76,0,12.100,32,
284,35.743558,1780554821,106317809,True,False,32788,32788,0x8014,20,-32748,2,18,0,True,72,1,12.100,32,
285,35.844207,1780554821,207190368,True,False,32789,32789,0x8015,21,-32747,1,19,0,True,80,1,12.100,32,
286,35.943760,1780554821,306503288,True,False,32790,32790,0x8016,22,-32746,1,20,0,True,80,1,12.100,32,
287,36.043100,1780554821,406098032,True,False,32791,32791,0x8017,23,-32745,1,21,0,True,92,2,12.100,32,
288,36.143441,1780554821,506412577,True,False,32792,32792,0x8018,24,-32744,1,22,0,True,92,2,12.100,33,
289,36.250199,1780554821,612148686,True,False,32792,32792,0x8018,24,-32744,0,22,0,True,88,2,12.100,32,
290,37.295703,1780554822,658114296,False,False,32792,32792,0x8018,24,-32744,0,22,0,True,88,2,12.100,32,State read failed: Timed out waiting for STS3215 packet header
291,37.318976,1780554822,681301594,True,False,32771,32771,0x8003,3,-32765,-21,1,0,False,32,0,12.100,32,
292,37.347947,1780554822,710173168,True,False,32791,32791,0x8017,23,-32745,20,21,0,True,40,1,12.100,32,
293,37.468015,1780554822,828998591,True,False,32798,32798,0x801E,30,-32738,7,28,0,True,60,1,12.100,32,
294,37.548908,1780554822,910967807,True,False,32785,32785,0x8011,17,-32751,-13,15,0,True,80,1,12.100,32,
295,37.652758,1780554823,14901312,True,False,32788,32788,0x8014,20,-32748,3,18,0,True,92,2,12.100,32,
296,37.752404,1780554823,113734672,True,False,32793,32793,0x8019,25,-32743,5,23,0,True,68,1,12.100,32,
297,37.856767,1780554823,218464959,True,False,32795,32795,0x801B,27,-32741,2,25,0,True,56,1,12.100,32,
298,37.950572,1780554823,312666416,True,False,32782,32782,0x800E,14,-32754,-13,12,0,True,72,1,12.100,32,
299,38.052523,1780554823,414265013,True,False,32787,32787,0x8013,19,-32749,5,17,0,True,84,1,12.100,32,
300,38.149139,1780554823,511328498,True,False,32791,32791,0x8017,23,-32745,4,21,0,True,64,2,12.100,32,
301,38.252814,1780554823,614713071,True,False,32774,32774,0x8006,6,-32762,-17,4,0,True,48,1,12.100,32,
302,39.035374,1780554824,397585380,True,False,32770,32770,0x8002,2,-32766,-4,0,0,False,24,0,12.100,32,
303,39.316218,1780554824,678544564,True,False,32770,32770,0x8002,2,-32766,0,0,0,False,24,0,12.100,32,
304,39.407346,1780554824,769247483,True,False,32790,32790,0x8016,22,-32746,20,20,0,True,32,0,12.100,32,
305,39.420176,1780554824,781972818,True,False,32790,32790,0x8016,22,-32746,0,20,0,True,44,1,12.100,32,
306,39.449000,1780554824,811109182,True,False,32790,32790,0x8016,22,-32746,0,20,0,True,84,2,12.100,32,
307,39.549569,1780554824,911691891,True,False,32795,32795,0x801B,27,-32741,5,25,0,True,76,2,12.100,32,
308,39.671967,1780554825,33778492,True,False,32796,32796,0x801C,28,-32740,1,26,0,True,60,1,12.100,32,
309,39.750440,1780554825,112271850,True,False,32786,32786,0x8012,18,-32750,-10,16,0,True,92,1,12.100,32,
310,39.849854,1780554825,211768828,True,False,32772,32772,0x8004,4,-32764,-14,2,0,True,36,1,12.100,32,
311,39.952499,1780554825,314309909,True,False,32771,32771,0x8003,3,-32765,-1,1,0,False,32,1,12.100,32,
312,40.049676,1780554825,411783836,True,False,32771,32771,0x8003,3,-32765,0,1,0,False,32,0,12.100,32,
313,40.151910,1780554825,513977237,True,False,32771,32771,0x8003,3,-32765,0,1,0,False,32,1,12.100,32,
314,40.249092,1780554825,611320545,True,False,32771,32771,0x8003,3,-32765,0,1,0,False,32,1,12.100,32,
315,40.348946,1780554825,711187908,True,False,32771,32771,0x8003,3,-32765,0,1,0,False,32,0,12.100,32,
316,41.158591,1780554826,520619888,True,False,32771,32771,0x8003,3,-32765,0,1,0,False,32,0,12.100,32,
317,41.347823,1780554826,710021093,True,False,32771,32771,0x8003,3,-32765,0,1,0,False,32,0,12.100,32,
318,41.426802,1780554826,788808806,True,False,32771,32771,0x8003,3,-32765,0,1,0,False,32,0,12.100,32,
319,41.453241,1780554826,815479644,True,False,32771,32771,0x8003,3,-32765,0,1,0,False,32,0,12.100,32,
320,41.550885,1780554826,912410236,True,False,32771,32771,0x8003,3,-32765,0,1,0,False,32,0,12.100,32,
321,41.650468,1780554827,12646219,True,False,32771,32771,0x8003,3,-32765,0,1,0,False,32,0,12.100,32,
322,41.754867,1780554827,116859622,True,False,32771,32771,0x8003,3,-32765,0,1,0,False,32,0,12.100,32,
323,41.850375,1780554827,212464176,True,False,32771,32771,0x8003,3,-32765,0,1,0,False,32,0,12.100,32,
324,41.950844,1780554827,312731693,True,False,32771,32771,0x8003,3,-32765,0,1,0,False,32,0,12.100,32,
325,42.054220,1780554827,415607852,True,False,32771,32771,0x8003,3,-32765,0,1,0,False,32,1,12.100,32,
